"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
660031.000000,1.724375,-0.193682,1.995943,1.995943,0.693147,0.693147,2.128483,-2.197225,-0.717667,-0.521468,5.351820,6.910000,-46.010787,-40.326036,106.021574,114.682651,4.200000,5.836364,3.272727,5.490909,NaN,1.054545,2.181818,NaN,2.327273,2.872727,2.690909,6.000000,1.000000,4.000000,NaN,1.036364,4.818182,NaN,2.981818,5.000000
660032.000000,1.027442,-0.054581,1.096185,1.096185,0.693147,0.693147,2.171169,-2.197225,-1.596633,-0.146892,2.223273,6.910000,-39.148117,-33.411676,92.296234,100.957312,3.509091,5.000000,2.654545,4.600000,NaN,2.036364,3.109091,NaN,3.145455,3.363636,2.181818,6.000000,1.000000,3.927273,NaN,1.472727,4.781818,NaN,3.000000,5.000000
660033.000000,1.454689,0.412009,2.482664,2.482664,0.693147,0.693147,2.117429,-2.197225,-3.051062,-0.322372,4.823807,6.910000,-38.121106,-32.536114,90.242213,98.903290,4.200000,6.000000,3.018182,5.490909,NaN,1.745455,2.818182,NaN,4.181818,4.436364,2.818182,6.000000,1.000000,4.000000,NaN,1.763636,4.781818,NaN,3.000000,5.000000
660034.000000,0.706244,1.070348,2.145695,2.145695,0.693147,0.693147,1.778686,-2.197225,-2.022600,0.641253,3.632063,6.910000,-63.844861,-58.156206,141.689722,150.350799,4.163636,5.672727,2.854545,5.581818,NaN,3.472727,4.763636,NaN,4.527273,5.290909,2.581818,6.000000,1.290909,3.927273,NaN,2.000000,4.981818,NaN,3.309091,5.090909
660035.000000,0.506396,0.623596,0.958588,0.958588,0.693147,0.693147,1.917981,-2.197225,3.307683,0.079036,4.849522,6.910000,-58.303201,-52.530695,130.606401,139.267478,3.545455,6.000000,2.618182,5.090909,NaN,2.672727,4.327273,NaN,3.872727,5.054545,2.290909,6.000000,1.000000,3.872727,NaN,1.581818,4.927273,NaN,3.000000,5.090909
660036.000000,1.285386,1.397166,3.085903,3.085903,0.693147,0.693147,2.663609,-2.197225,-0.493427,-1.142262,2.762259,6.910000,-29.254908,-23.959373,72.509817,81.170894,2.327273,3.581818,1.163636,3.472727,NaN,1.545455,2.218182,NaN,3.072727,3.345455,2.109091,5.890909,1.000000,3.490909,NaN,1.018182,4.490909,NaN,3.000000,5.000000
660037.000000,1.309934,0.474002,2.114295,2.114295,0.693147,0.693147,1.708164,-2.197225,-1.022782,0.090324,4.182993,6.910000,-63.230249,-57.524712,140.460497,149.121575,4.127273,5.727273,3.000000,5.490909,NaN,2.472727,3.709091,NaN,4.054545,4.963636,2.818182,6.000000,1.145455,3.836364,NaN,1.890909,4.909091,NaN,3.163636,5.018182
660038.000000,0.390954,-0.257598,3.313412,3.313412,0.693147,0.693147,1.933304,-2.197225,-0.240073,0.235082,1.745642,6.910000,-38.985606,-33.786351,91.971211,100.632288,3.509091,5.000000,2.490909,4.727273,NaN,2.672727,3.781818,NaN,3.345455,3.945455,2.690909,6.000000,1.018182,3.927273,NaN,2.000000,4.927273,NaN,3.000000,5.000000
660039.000000,0.963774,1.138758,2.072686,2.072686,0.693147,0.693147,1.868491,-2.197225,-4.353544,-1.493688,9.245957,6.910000,-88.816088,-83.252215,191.632175,200.293253,4.018182,5.963636,2.927273,5.054545,NaN,3.000000,4.363636,NaN,4.581818,5.818182,2.490909,6.000000,1.018182,3.690909,NaN,1.872727,4.945455,NaN,3.000000,5.381818
660040.000000,1.288038,0.384959,3.838710,3.838710,0.693147,0.693147,1.885632,-2.197225,-5.077289,1.409436,4.478039,6.910000,-53.907556,-49.297713,121.815113,130.476190,4.981818,6.000000,3.745455,5.818182,NaN,4.000000,4.545455,NaN,5.054545,5.309091,3.054545,6.000000,1.800000,4.072727,NaN,2.000000,5.000000,NaN,3.527273,5.163636
